nombre_uno;valor ;valor_comun;;;;;;;;;;
Beatriz Pilar;183;1;;;;;;;;;;
Rosa Amparo;132;1;;;;;;;;;;
Carmen Anita;626;1;;;;;;;;;;
Amado Saverio;582;1;;;;;;;;;;
Eutaria;319;1;;;;;;;;;;
Georgina Ofelia;573;1;;;;;;;;;;
Francisco Caraciolo;578;1;;;;;;;;;;
Nelly Yolanda;456;1;;;;;;;;;;
Elva Ramona;306;1;;;;;;;;;;
Ida Valentina;289;1;;;;;;;;;;
Feliciano Eugenio;246;1;;;;;;;;;;
Manuela Juliana;691;1;;;;;;;;;;
Haydee Catalina Esperanza;568;1;;;;;;;;;;
Roque Javier;679;1;;;;;;;;;;
Aurelia del Carmen;209;1;;;;;;;;;;
Angel Pedro;177;1;;;;;;;;;;
Blanca Lidia Del Valle;235;1;;;;;;;;;;
Epimaco;516;1;;;;;;;;;;
Miren Dolores;289;1;;;;;;;;;;
Marta Rafaela;364;1;;;;;;;;;;
Elisa Juana;341;1;;;;;;;;;;
Esteban Francisco;205;1;;;;;;;;;;
Floriverta;318;1;;;;;;;;;;
Nicea Angela;416;1;;;;;;;;;;
Lazaro Oscar;316;1;;;;;;;;;;
Domingo Cesareo;345;1;;;;;;;;;;
Serafina Elisa;555;1;;;;;;;;;;
Nelida Zulema;234;1;;;;;;;;;;
Dora Lilia;237;1;;;;;;;;;;
Anibal Justo;561;1;;;;;;;;;;
Teobaldo Jose Antonio;254;1;;;;;;;;;;
Josefina Guillermina;619;1;;;;;;;;;;
Juan Delmo;537;1;;;;;;;;;;
Dolores Ignacia;324;1;;;;;;;;;;
Lorna Maria;451;1;;;;;;;;;;
Benildo Emilio;219;1;;;;;;;;;;
Renee Blanca;486;1;;;;;;;;;;
Corina Rosario;227;1;;;;;;;;;;
Lilia Angelica;336;1;;;;;;;;;;
Carmelo Nicolas Horacio;603;1;;;;;;;;;;
Elvira Celestina;273;1;;;;;;;;;;
Luigia Alda;150;1;;;;;;;;;;
Ramon Alejandro;556;1;;;;;;;;;;
Berta Isolina;369;1;;;;;;;;;;
 Alberto;214;1;;;;;;;;;;
Maria Efigenia;124;1;;;;;;;;;;
Virginia Celia;211;1;;;;;;;;;;
Leonor Evelia;235;1;;;;;;;;;;
Estefania Inibal;514;1;;;;;;;;;;
Maria Balbina;462;1;;;;;;;;;;
 Edith Alcira;189;1;;;;;;;;;;
Luis Nicolas;335;1;;;;;;;;;;
Diomilda Regina;676;1;;;;;;;;;;
RaÃ¹l Jorge Constantino;400;1;;;;;;;;;;
Osvaldo Celestino;360;1;;;;;;;;;;
Sara Leonor;367;1;;;;;;;;;;
Milta Etel;652;1;;;;;;;;;;
Angela Elva;202;1;;;;;;;;;;
Mafalda Nelly;622;1;;;;;;;;;;
Hercilia Angela;579;1;;;;;;;;;;
Masayuki;255;1;;;;;;;;;;
Emilse Sara;198;1;;;;;;;;;;
Edie Juan;324;1;;;;;;;;;;
Teresa Carolina;155;1;;;;;;;;;;
Liliana Luisa;471;1;;;;;;;;;;
VÃ­ctor LeÃ³n;470;1;;;;;;;;;;
Roberto Nestor;232;1;;;;;;;;;;
Lady MarÃ­a;582;1;;;;;;;;;;
Delia Ester;369;1;;;;;;;;;;
Rosa Pascuala;536;1;;;;;;;;;;
Leonor Unilce;485;1;;;;;;;;;;
Georgina Restituta;275;1;;;;;;;;;;
Maria Alba;213;1;;;;;;;;;;
Fuente Armando;417;1;;;;;;;;;;
Lidia Nazarena;569;1;;;;;;;;;;
Atilano;161;1;;;;;;;;;;
Martha Ernestina;284;1;;;;;;;;;;
Nelida Blanca;140;1;;;;;;;;;;
Matilde Isidora;602;1;;;;;;;;;;
Ofelia Catalina;411;1;;;;;;;;;;
Eustelia Aurora;625;1;;;;;;;;;;
Carlos Tadeo;276;1;;;;;;;;;;
Emilia Valentina;694;1;;;;;;;;;;
Octavio Jose;418;1;;;;;;;;;;
Josefina Helia;531;1;;;;;;;;;;
Nelly Leonor;620;1;;;;;;;;;;
Susana Isabel Luisa;189;1;;;;;;;;;;
Alfredo BartolomÃ©;199;1;;;;;;;;;;
Orfelia Amelia;559;1;;;;;;;;;;
Ilda Catalina;522;1;;;;;;;;;;
Blanca Ruth;698;1;;;;;;;;;;
Arturo Ramon;264;1;;;;;;;;;;
Josefa Aquilina;182;1;;;;;;;;;;
RamÃ³n Liberato;280;1;;;;;;;;;;
Julia Josefina;350;1;;;;;;;;;;
Ubaldina;428;1;;;;;;;;;;
Rosa Bernarda;641;1;;;;;;;;;;
Berta Angela;211;1;;;;;;;;;;
Leopolda Ramona;211;1;;;;;;;;;;
Ignacio Cecilio;144;1;;;;;;;;;;
Nelfa Nelis;420;1;;;;;;;;;;
Jazmin;233;1;;;;;;;;;;
Olga Victoria;678;1;;;;;;;;;;
Florentino Santiago;271;1;;;;;;;;;;
Carmen Florencia;141;1;;;;;;;;;;
Angela Irene;129;1;;;;;;;;;;
Claus;598;1;;;;;;;;;;
Baltazar Gaspar;113;1;;;;;;;;;;
Olga Magdalena;314;1;;;;;;;;;;
Alfredo Francisco;637;1;;;;;;;;;;
Haydee  Celestina;439;1;;;;;;;;;;
Prudencia Clemira;149;1;;;;;;;;;;
Irenea;586;1;;;;;;;;;;
Genara Dolores;228;1;;;;;;;;;;
Rosa Adalma;176;1;;;;;;;;;;
Maria Albertina;187;1;;;;;;;;;;
Gumersinda Angelica;507;1;;;;;;;;;;
Rafaela Luisa;437;1;;;;;;;;;;
Margarita Segunda;639;1;;;;;;;;;;
Neives Evangelina;221;1;;;;;;;;;;
NÃ©lida Irma Argentina;216;1;;;;;;;;;;
Pedro Gerardo;474;1;;;;;;;;;;
Ana Clementina;674;1;;;;;;;;;;
Maria Emperatriz;365;1;;;;;;;;;;
Blademir;214;1;;;;;;;;;;
Teresa Angelica;626;1;;;;;;;;;;
Hermenegilda Basilisa;238;1;;;;;;;;;;
Dolinda Olga;567;1;;;;;;;;;;
Carlos AmÃ©rico;298;1;;;;;;;;;;
Miguel Fuet;631;1;;;;;;;;;;
Manuela Maria;202;1;;;;;;;;;;
Norma Adelina Stella;633;1;;;;;;;;;;
Hilda Amanda;364;1;;;;;;;;;;
Cora Dalinda;351;1;;;;;;;;;;
Clotilde Concepcion Birman;450;1;;;;;;;;;;
Isabel Noemi;399;1;;;;;;;;;;
Blanca Rosa Lidia;225;1;;;;;;;;;;
Rene Eulalia;577;1;;;;;;;;;;
Andres Pablo;172;1;;;;;;;;;;
Gregoria Zulema;560;1;;;;;;;;;;
Hibraim Nayid;679;1;;;;;;;;;;
Ofelia Yolanda;484;1;;;;;;;;;;
Susana Albina;208;1;;;;;;;;;;
Julieta Elina;506;1;;;;;;;;;;
Cledes Vicenta;255;1;;;;;;;;;;
Bronislava Taciana;391;1;;;;;;;;;;
Nelia Palmira;588;1;;;;;;;;;;
Jovita;192;1;;;;;;;;;;
 Eduardo Enrique;399;1;;;;;;;;;;
Eduardo Julian;535;1;;;;;;;;;;
Fernanda Berta;589;1;;;;;;;;;;
Marta Eleonor;293;1;;;;;;;;;;
Elva Nelly;220;1;;;;;;;;;;
Adelina Florencia;530;1;;;;;;;;;;
Daniela Maria;436;1;;;;;;;;;;
Gilda Eulogia;446;1;;;;;;;;;;
Genara Ilda;270;1;;;;;;;;;;
Elvira Clara;164;1;;;;;;;;;;
Pedro Primo;136;1;;;;;;;;;;
Mercedes Lucia;675;1;;;;;;;;;;
Dolores Cirila;249;1;;;;;;;;;;
Clara Gabriela;266;1;;;;;;;;;;
Zelsa;129;1;;;;;;;;;;
Martina Orlinda;649;1;;;;;;;;;;
Zulema Carmen;143;1;;;;;;;;;;
Arminda Alicia;175;1;;;;;;;;;;
Irma Genoveva;684;1;;;;;;;;;;
Heliodoro;213;1;;;;;;;;;;
Nilda Ester;185;1;;;;;;;;;;
Eduardo HipÃ³lito;538;1;;;;;;;;;;
Dolores Amelia;455;1;;;;;;;;;;
Graciano;217;1;;;;;;;;;;
Monica Haydee;265;1;;;;;;;;;;
Elena Bartolina;332;1;;;;;;;;;;
Feliciana Rosa;535;1;;;;;;;;;;
Ireneo Cirilo;415;1;;;;;;;;;;
Maria Adolfina;382;1;;;;;;;;;;
Regina Elvira;228;1;;;;;;;;;;
Pedro Marsial;696;1;;;;;;;;;;
Angelina del Carmen;331;1;;;;;;;;;;
Orlando Angel;326;1;;;;;;;;;;
Dora Rosario;536;1;;;;;;;;;;
Ramona Fidelia;357;1;;;;;;;;;;
Clara Olga;389;1;;;;;;;;;;
 Maria Angela;102;1;;;;;;;;;;
Liberata Petrona;647;1;;;;;;;;;;
Virginia Berta;322;1;;;;;;;;;;
Irma Pura Rita;473;1;;;;;;;;;;
Delia Amalia;201;1;;;;;;;;;;
Dina Ortencia Agustina;526;1;;;;;;;;;;
Barbara Giulia;662;1;;;;;;;;;;
Benjamin Pascual;346;1;;;;;;;;;;
Mauricia Beldomina;400;1;;;;;;;;;;
Edith Lelia Inocencia;623;1;;;;;;;;;;
Teodora Susana;565;1;;;;;;;;;;
Selcio;463;1;;;;;;;;;;
Natalia Nelly;261;1;;;;;;;;;;
Ramona Gilda;396;1;;;;;;;;;;
Dardo Americo;619;1;;;;;;;;;;
Ada Leonor;449;1;;;;;;;;;;
Deolinda Aurora Catalina;615;1;;;;;;;;;;
Rosa Isidora;361;1;;;;;;;;;;
Sixto Irene;419;1;;;;;;;;;;
Magdalena Catalina;496;1;;;;;;;;;;
Raul Ovidio;213;1;;;;;;;;;;
Rosa Azucena;377;1;;;;;;;;;;
Lorenzo Fernando;294;1;;;;;;;;;;
Remo Jose;505;1;;;;;;;;;;
Leandro Cupertino;595;1;;;;;;;;;;
Ema Mamerta;437;1;;;;;;;;;;
Acasio;582;1;;;;;;;;;;
Elena Marina Matilde;528;1;;;;;;;;;;
Aurora Eloisa;617;1;;;;;;;;;;
Ines Ramona;344;1;;;;;;;;;;
Teofilo Antonio;197;1;;;;;;;;;;
Paula Honoria;125;1;;;;;;;;;;
Moises Clodomiro;174;1;;;;;;;;;;
Sindulfa;436;1;;;;;;;;;;
Alicia Raquel;348;1;;;;;;;;;;
Nidia Margot Nicolasa;272;1;;;;;;;;;;
Luis Raul;137;1;;;;;;;;;;
Eleuterio Benito;350;1;;;;;;;;;;
Antonio Miguel;212;1;;;;;;;;;;
Alba Esther;324;1;;;;;;;;;;
Irma Olga Vicenta;358;1;;;;;;;;;;
Clelia Alcira;651;1;;;;;;;;;;
Ilda Rosario;352;1;;;;;;;;;;
Luisa Ana;550;1;;;;;;;;;;
Osvaldo Roman;233;1;;;;;;;;;;
Felimon Enrique;331;1;;;;;;;;;;
Relio;419;1;;;;;;;;;;
Ruchla;344;1;;;;;;;;;;
Caridad Elena;239;1;;;;;;;;;;
Angel Ignacio;537;1;;;;;;;;;;
Hugo Ysmael;351;1;;;;;;;;;;
Justo Abelardo;335;1;;;;;;;;;;
Pascua Carmen;483;1;;;;;;;;;;
Halfdan Christen;149;1;;;;;;;;;;
Soledad Ciriaca;679;1;;;;;;;;;;
Paula Carmen;163;1;;;;;;;;;;
Dolores Natividad;533;1;;;;;;;;;;
Guillermo Hugo;334;1;;;;;;;;;;
Ines Ester;637;1;;;;;;;;;;
Adelina Amelia;302;1;;;;;;;;;;
Laura Manuela;122;1;;;;;;;;;;
Aurelio Luis;660;1;;;;;;;;;;
David Guillermo;172;1;;;;;;;;;;
Osiris Reginaldo;560;1;;;;;;;;;;
Etelvina de Jesus;686;1;;;;;;;;;;
Genobeva;360;1;;;;;;;;;;
Mireya Esther;443;1;;;;;;;;;;
Mercedes Luisa;140;1;;;;;;;;;;
Juana Brigida;164;1;;;;;;;;;;
Manuel Albino;693;1;;;;;;;;;;
Rosa Aide;306;1;;;;;;;;;;
Delia Clementina;493;1;;;;;;;;;;
Norma Aurelia;583;1;;;;;;;;;;
Selma Alicia;203;1;;;;;;;;;;
Silvio Primo;457;1;;;;;;;;;;
Paula Victoria;196;1;;;;;;;;;;
Dora Rosa;634;1;;;;;;;;;;
Esther Felipa;673;1;;;;;;;;;;
Jose Osmar;611;1;;;;;;;;;;
Enilda Haydee;193;1;;;;;;;;;;
Mario Santiago;342;1;;;;;;;;;;
Martin Eulogio;299;1;;;;;;;;;;
Julia Dolores;363;1;;;;;;;;;;
Jorge Clodomiro;316;1;;;;;;;;;;
Basilisa;260;1;;;;;;;;;;
Aldo Julio;384;1;;;;;;;;;;
Silveria Rosa;642;1;;;;;;;;;;
Blanca Arminda;522;1;;;;;;;;;;
 Maria Mercedes;428;1;;;;;;;;;;
Adelaida Casilda;415;1;;;;;;;;;;
Eva Paulina;596;1;;;;;;;;;;
InÃ©s Jacinta;469;1;;;;;;;;;;
Antonino Ismael;145;1;;;;;;;;;;
Julio Leonardo;614;1;;;;;;;;;;
Elda Magdalena;621;1;;;;;;;;;;
Beatriz Antonia;619;1;;;;;;;;;;
Elena Olga;331;1;;;;;;;;;;
Lidia Enriqueta;223;1;;;;;;;;;;
Gabriel Hector;637;1;;;;;;;;;;
Luisa Manuela;139;1;;;;;;;;;;
Jacinto Abelardo;306;1;;;;;;;;;;
Elda Noemi;427;1;;;;;;;;;;
Livio Italo;317;1;;;;;;;;;;
Honorio Leonildo;289;1;;;;;;;;;;
Santina Orfilia;163;1;;;;;;;;;;
Nelly Teotiste;399;1;;;;;;;;;;
Nuncio;199;1;;;;;;;;;;
Massimo;417;1;;;;;;;;;;
Irma Amanda;354;1;;;;;;;;;;
Julia Remigia;179;1;;;;;;;;;;
Laudina Catalina;230;1;;;;;;;;;;
Socorro Yolanda;646;1;;;;;;;;;;
Felisa Lidia;600;1;;;;;;;;;;
Anastacia Catalina;587;1;;;;;;;;;;
Nicasia Elede;249;1;;;;;;;;;;
Battista;658;1;;;;;;;;;;
Trinidad Manuela;331;1;;;;;;;;;;
Julio Bartolome;404;1;;;;;;;;;;
Felix Bernardino Ernesto;643;1;;;;;;;;;;
Deciderio Marce;572;1;;;;;;;;;;
Ema Esther;480;1;;;;;;;;;;
Humberto Antonio;688;1;;;;;;;;;;
Dolores Emilse;284;1;;;;;;;;;;
Eraldo Juan;539;1;;;;;;;;;;
Benito Elmer;231;1;;;;;;;;;;
Nelida Edelmira;341;1;;;;;;;;;;
Leocadia Ramona;475;1;;;;;;;;;;
Maria Marina;209;1;;;;;;;;;;
Santos Fulberto;429;1;;;;;;;;;;
Fanny Isabel;342;1;;;;;;;;;;
Nelida Delfina;444;1;;;;;;;;;;
Teofania;259;1;;;;;;;;;;
Manuel Ernesto;665;1;;;;;;;;;;
Olivia Ãngela;196;1;;;;;;;;;;
Azeze;324;1;;;;;;;;;;
Irene Magdalena Maria;661;1;;;;;;;;;;
Isolina Hortencia;364;1;;;;;;;;;;
Andres Juan;419;1;;;;;;;;;;
Roque Bernardo;530;1;;;;;;;;;;
Ilda Adela;400;1;;;;;;;;;;
Irma Lucia;414;1;;;;;;;;;;
Mario Everardo;102;1;;;;;;;;;;
Osadia Josefina;308;1;;;;;;;;;;
Emilia Juana;184;1;;;;;;;;;;
Demetria Margarita;291;1;;;;;;;;;;
Ramona Feliciana;407;1;;;;;;;;;;
Emilio Vicente;690;1;;;;;;;;;;
Josefina Albina;222;1;;;;;;;;;;
Nolasco Constancio;171;1;;;;;;;;;;
Nicacio Del Carmen;478;1;;;;;;;;;;
Jose Artidoro;526;1;;;;;;;;;;
Raul Pedro;677;1;;;;;;;;;;
Magdalena Clodomira;508;1;;;;;;;;;;
Jose Dolores;355;1;;;;;;;;;;
Patricio Angel;402;1;;;;;;;;;;
Delia Dabile;261;1;;;;;;;;;;
Andres Rogelio;458;1;;;;;;;;;;
Angela Gladys Emilia;424;1;;;;;;;;;;
Nestor Angel;585;1;;;;;;;;;;
Alicia Olimpia;368;1;;;;;;;;;;
Elina Elba;569;1;;;;;;;;;;
Martha Helena;211;1;;;;;;;;;;
Benita Bienvenida;191;1;;;;;;;;;;
Carmen Serafina;396;1;;;;;;;;;;
Julia Luisa;624;1;;;;;;;;;;
Angela Maria Elba;381;1;;;;;;;;;;
Severo Antonio;213;1;;;;;;;;;;
Herminia Juana;565;1;;;;;;;;;;
Elida Luisa;325;1;;;;;;;;;;
Aldo Felix;478;1;;;;;;;;;;
Elvira Alejandra;327;1;;;;;;;;;;
Ceferino Ricardo;116;1;;;;;;;;;;
Catalina Victorina;369;1;;;;;;;;;;
Jose Honorato;228;1;;;;;;;;;;
Luisa Angelica;280;1;;;;;;;;;;
Pablo Argentino;265;1;;;;;;;;;;
Santos Raul;147;1;;;;;;;;;;
Ana Lia;651;1;;;;;;;;;;
Miguelina Elma;459;1;;;;;;;;;;
Oliva Julia;632;1;;;;;;;;;;
Reimunda Pilar;368;1;;;;;;;;;;
Catalina Eugenia;209;1;;;;;;;;;;
Lucia Orfelina;233;1;;;;;;;;;;
Angela Dora;474;1;;;;;;;;;;
Victor Jesus;525;1;;;;;;;;;;
Salvador Roberto;276;1;;;;;;;;;;
Laura del Carmen;200;1;;;;;;;;;;
Leticia Vanda;423;1;;;;;;;;;;
Americo Roberto;697;1;;;;;;;;;;
Argentina Beatriz;325;1;;;;;;;;;;
Ramon Modesto;107;1;;;;;;;;;;
Magdalena Andrea;419;1;;;;;;;;;;
Jose David;312;1;;;;;;;;;;
Esther Lidia;245;1;;;;;;;;;;
Eloisa Avelina;593;1;;;;;;;;;;
Carmen Otilia;117;1;;;;;;;;;;
Oscar Anselmo;381;1;;;;;;;;;;
Olga Zoraida;161;1;;;;;;;;;;
Jose Fernando;437;1;;;;;;;;;;
Elsa Ines Margarita;214;1;;;;;;;;;;
Fernanda Maria;403;1;;;;;;;;;;
Rosa Laudina;168;1;;;;;;;;;;
Isabel RomÃ¡n;288;1;;;;;;;;;;
Afra Rosa;442;1;;;;;;;;;;
Josefa Lorenza;520;1;;;;;;;;;;
Juan Carlos Fortunato;258;1;;;;;;;;;;
Adelaida Francisca;292;1;;;;;;;;;;
Agapito de Jesus;415;1;;;;;;;;;;
Edith Adela;686;1;;;;;;;;;;
Fernando Reyes;307;1;;;;;;;;;;
Elicia Enriqueta;267;1;;;;;;;;;;
Luciano Ernesto;248;1;;;;;;;;;;
Elena Delia;616;1;;;;;;;;;;
Carmela Elvira;130;1;;;;;;;;;;
Mercedes Miguelina;134;1;;;;;;;;;;
Dolores Elena;496;1;;;;;;;;;;
Olga Viviana;410;1;;;;;;;;;;
Alberto Antoni;209;1;;;;;;;;;;
Amelia Francisca;384;1;;;;;;;;;;
Gino Vicente Daniel;419;1;;;;;;;;;;
Leticia Carmen;386;1;;;;;;;;;;
Irineo;615;1;;;;;;;;;;
Carolina Amanda;690;1;;;;;;;;;;
Dalinda Rosa;243;1;;;;;;;;;;
Delia Delma Rosa;667;1;;;;;;;;;;
Ramon Geronimo;302;1;;;;;;;;;;
Yolanda Ida;666;1;;;;;;;;;;
Agustin Alejo;161;1;;;;;;;;;;
Irene Margarita;620;1;;;;;;;;;;
Jorge Andres Luis;576;1;;;;;;;;;;
Raquel Celia;505;1;;;;;;;;;;
NicolÃ¡s Vidadelfo;162;1;;;;;;;;;;
Anselmo Ramon;691;1;;;;;;;;;;
Sunilda Wenceslada;128;1;;;;;;;;;;
Ortencia Teresa;634;1;;;;;;;;;;
Consolacion;300;1;;;;;;;;;;
Herminia Isabel;537;1;;;;;;;;;;
Julia Ermelinda;265;1;;;;;;;;;;
Cayetano Osvaldo;127;1;;;;;;;;;;
Yolanda Nelly;471;1;;;;;;;;;;
Antonio Haroldo;484;1;;;;;;;;;;
Margarita Carmen;420;1;;;;;;;;;;
Enrique Alfredo;500;1;;;;;;;;;;
Irica;609;1;;;;;;;;;;
Clemente Francisco;326;1;;;;;;;;;;
Matilde Regina;440;1;;;;;;;;;;
Olinda Carmen;312;1;;;;;;;;;;
Higinia Nicacia;667;1;;;;;;;;;;
Ines Victoria;660;1;;;;;;;;;;
Ramona Dalmacia;604;1;;;;;;;;;;
Celina Dominga;489;1;;;;;;;;;;
Isabel Fortunata;116;1;;;;;;;;;;
Juan Clemente;508;1;;;;;;;;;;
Elisa HaideÃ©;401;1;;;;;;;;;;
Gabriel del;285;1;;;;;;;;;;
Fernando Anastacio;462;1;;;;;;;;;;
Yolanda Alcira;324;1;;;;;;;;;;
Ydelma;489;1;;;;;;;;;;
Jose Natalino;616;1;;;;;;;;;;
Hilda Nidia;450;1;;;;;;;;;;
Clelia Adela;419;1;;;;;;;;;;
Carlos Remigio;546;1;;;;;;;;;;
Bilda Rogelia;412;1;;;;;;;;;;
Sipriana Aurora;116;1;;;;;;;;;;
Emilsa Baleria;315;1;;;;;;;;;;
Ilma Rafaela;646;1;;;;;;;;;;
Dionila;464;1;;;;;;;;;;
Sara Elva;265;1;;;;;;;;;;
Nydia Mabel;310;1;;;;;;;;;;
Marta Delfina;221;1;;;;;;;;;;
Alicia Graciela;422;1;;;;;;;;;;
Jesus Antonio;341;1;;;;;;;;;;
Mario Del Carmen;335;1;;;;;;;;;;
Ruben Oscar;515;1;;;;;;;;;;
Florinda Felisa;672;1;;;;;;;;;;
Elena Elva;652;1;;;;;;;;;;
Modesto Oscar;122;1;;;;;;;;;;
Dominga Dionisia;687;1;;;;;;;;;;
Edith Noemi;389;1;;;;;;;;;;
Carlos Adamo;412;1;;;;;;;;;;
Hector Joaquin;299;1;;;;;;;;;;
Delfina Ines;479;1;;;;;;;;;;
Luz Margarita;578;1;;;;;;;;;;
Carmen Raquel;511;1;;;;;;;;;;
Elida Arminda;168;1;;;;;;;;;;
Magdalena Bernarda;573;1;;;;;;;;;;
Onorina Dominga;589;1;;;;;;;;;;
Felix Oscar;153;1;;;;;;;;;;
Mabel Maria Sthela;533;1;;;;;;;;;;
Ema Valentina;234;1;;;;;;;;;;
Julio Redentor;476;1;;;;;;;;;;
Sofia Del Carmen;674;1;;;;;;;;;;
Ines Aurelia;627;1;;;;;;;;;;
Odina Maria;390;1;;;;;;;;;;
Juan Fortunato;213;1;;;;;;;;;;
Cora Amelia;328;1;;;;;;;;;;
Juan Hernaldo ;632;1;;;;;;;;;;
 Jose Antonio;343;1;;;;;;;;;;
Alda Bonifacia;495;1;;;;;;;;;;
Dora Elia;208;1;;;;;;;;;;
Osvalda Ermelinda ;255;1;;;;;;;;;;
Juana Maria Victoria;573;1;;;;;;;;;;
Elba Julia Irma;289;1;;;;;;;;;;
Rosario Trinidad;383;1;;;;;;;;;;
Ramona Josefina Mercedes;657;1;;;;;;;;;;
Angelica Meris;340;1;;;;;;;;;;
Emma Susana;401;1;;;;;;;;;;
Ramon Reinaldo;145;1;;;;;;;;;;
Ana Santos;576;1;;;;;;;;;;
Fermin Abel;315;1;;;;;;;;;;
Anibal Esteban;483;1;;;;;;;;;;
Pedro Gil;416;1;;;;;;;;;;
Ercilia Haydee;299;1;;;;;;;;;;
Petrona Sofia;202;1;;;;;;;;;;
Elena Erminia;567;1;;;;;;;;;;
Elio Ruggero;327;1;;;;;;;;;;
Angel Andres;417;1;;;;;;;;;;
Josefina Celia;583;1;;;;;;;;;;
Rosa Elida;117;1;;;;;;;;;;
Luis Albino;563;1;;;;;;;;;;
Zene Almina;435;1;;;;;;;;;;
Adelma De Jesus;117;1;;;;;;;;;;
Ebelia Esther;424;1;;;;;;;;;;
Asunta Maria Carmela;122;1;;;;;;;;;;
Clementina Rita;591;1;;;;;;;;;;
Leonor Argentina;121;1;;;;;;;;;;
Ramona Elena;183;1;;;;;;;;;;
Ester Amanda;387;1;;;;;;;;;;
Esther Norma;576;1;;;;;;;;;;
Ramon Alejandrino;599;1;;;;;;;;;;
Dora Nila Guadalupe;601;1;;;;;;;;;;
Leon Eduardo;337;1;;;;;;;;;;
Ada Angela;638;1;;;;;;;;;;
Pascuala Elena;337;1;;;;;;;;;;
Elias Juan;337;1;;;;;;;;;;
Antonio Candido;646;1;;;;;;;;;;
Esther Luisa;311;1;;;;;;;;;;
Gerardo Aquiles;442;1;;;;;;;;;;
Isidora Honoria;263;1;;;;;;;;;;
Dominga Meliton;104;1;;;;;;;;;;
Carlos Adolfo;696;1;;;;;;;;;;
NoemÃ­ Florentina;361;1;;;;;;;;;;
Lidia Eduvijes;688;1;;;;;;;;;;
Ercinda Ersamelia;358;1;;;;;;;;;;
Ema Luisa;102;1;;;;;;;;;;
Olga Lia;275;1;;;;;;;;;;
Berta del Carmen;188;1;;;;;;;;;;
Eleontina Silveria;181;1;;;;;;;;;;
Lidia Ramona;614;1;;;;;;;;;;
Eulogio Felipe;503;1;;;;;;;;;;
Gregoria Trinidad;204;1;;;;;;;;;;
RamÃ³n Ubaldo;497;1;;;;;;;;;;
Raquel Golde;263;1;;;;;;;;;;
Adelino;346;1;;;;;;;;;;
Efrain PrecentaciÃ³n;365;1;;;;;;;;;;
Ernesto Amador;233;1;;;;;;;;;;
Angela Vicenta;250;1;;;;;;;;;;
Pablo Eduardo;445;1;;;;;;;;;;
Ortimia;673;1;;;;;;;;;;
Irene Gumersinda;605;1;;;;;;;;;;
Hugo Ruben;298;1;;;;;;;;;;
Aida Hortensia;435;1;;;;;;;;;;
Francisco Abdon;230;1;;;;;;;;;;
Ebe Lucia;442;1;;;;;;;;;;
Lina Judit;596;1;;;;;;;;;;
Leib;144;1;;;;;;;;;;
Blas Salvador;174;1;;;;;;;;;;
Magdali Antonia;448;1;;;;;;;;;;
Italo Domingo;544;1;;;;;;;;;;
Santa Beneranda;253;1;;;;;;;;;;
Ignacio Salvador;164;1;;;;;;;;;;
Victorina Amelia;356;1;;;;;;;;;;
Honoria Celina;122;1;;;;;;;;;;
Jose Porfirio;174;1;;;;;;;;;;
Roberto Isaac;677;1;;;;;;;;;;
Sofia Simja;116;1;;;;;;;;;;
Berta Marcolina;484;1;;;;;;;;;;
Delia Clotilde;557;1;;;;;;;;;;
Washington Ramon;128;1;;;;;;;;;;
Ilda Manuela;405;1;;;;;;;;;;
Maria Miguela;362;1;;;;;;;;;;
Blasa;224;1;;;;;;;;;;
Roberto Luis;366;1;;;;;;;;;;
Severino Carlos;625;1;;;;;;;;;;
Josefina Andrea;351;1;;;;;;;;;;
Luisa Clotilde;258;1;;;;;;;;;;
Francisco Teofilo ;231;1;;;;;;;;;;
Elias Mario;573;1;;;;;;;;;;
Josefa Celsa;153;1;;;;;;;;;;
Hector Hortensio;418;1;;;;;;;;;;
Soledad Amalia;356;1;;;;;;;;;;
Teresa Anita;375;1;;;;;;;;;;
VÃ­ctor RubÃ©n;528;1;;;;;;;;;;
Elena Constantina;255;1;;;;;;;;;;
Maria Lydia;470;1;;;;;;;;;;
Velia Esther;164;1;;;;;;;;;;
Geronimo Alejandrino;551;1;;;;;;;;;;
Erminda Elisa;154;1;;;;;;;;;;
Victoriana Concepcion;571;1;;;;;;;;;;
Lea Flora;192;1;;;;;;;;;;
Olegaria Maria Angelica;217;1;;;;;;;;;;
Luigi;508;1;;;;;;;;;;
Yolanda Ines;470;1;;;;;;;;;;
Santos Elena;684;1;;;;;;;;;;
Ceferina Mercedes;211;1;;;;;;;;;;
JosÃ© MarÃ­a Cruz;246;1;;;;;;;;;;
Francine Louise Marguerite;112;1;;;;;;;;;;
Adela Manuela;274;1;;;;;;;;;;
Manuel Lirio;635;1;;;;;;;;;;
Domingo Cosme;607;1;;;;;;;;;;
Alejandro Leonardo;266;1;;;;;;;;;;
Feliberta del Carmen;454;1;;;;;;;;;;
Osmar Felix;622;1;;;;;;;;;;
Martina Lepoldina;155;1;;;;;;;;;;
Manuel Artemio;424;1;;;;;;;;;;
Bruna Maria Elisa;355;1;;;;;;;;;;
 Maria Gracia;496;1;;;;;;;;;;
Alberto Cayetano;682;1;;;;;;;;;;
Haydee Lurde;166;1;;;;;;;;;;
Nunzia Maria;176;1;;;;;;;;;;
Agnes Ruth;634;1;;;;;;;;;;
